tag_chrom,trait_reported,count
1,Urinary albumin-to-creatinine ratio in diabetes,383
1,Type 1 diabetes with neurological complications,178
1,Lobe attachment (rater-scored or self-reported),5425
1,Male-pattern baldness,122353
1,"Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction) [EA, men]",3754
1,Total cholesterol levels [EA],79822
1,CD62L- CD86+ myeloid Dendritic Cell %Dendritic Cell,9072
1,DNA methylation-estimated granulocyte proportions,18448
1,SLAM family member 7 levels,466
1,Serum levels of protein SVEP1,4169
1,Urinary metabolite levels in chronic kidney disease [X - 10457],2684
1,Threonate levels,941
1,Neuroblastoma (pediatric),230
1,Preterm birth (maternal effect) (maternal pre-pregnancy BMI interaction),119
1,"Cholelithiasis/gall stones | non-cancer illness code, self-reported",174
1,Fruit consumption,18370
1,Serum metabolite levels (CMS) [PC],23256
1,Electrocardiogram morphology (amplitude at temporal datapoints) [156 ms],21337
1,Sleep (1/2-day periodicity),559
1,Hair curvature (quantitative),722
1,Brain region volumes [cerebellar vermal lobules VIII X],2997
1,Beef intake,1065
1,CD3 on activated & secreting CD4 regulatory T cell,1208
1,Hypothyroidism nos,11073
1,Orofacial clefts [Asian],3894
1,"Paracetamol | medication for pain relief, constipation, heartburn",25376
1,Metabolite levels (lipid measures) [serum total triglycerides],22685
1,"""Parkinson's disease, strict definition""",1297
1,Lentiform nucleus volume,1051
1,6mm cylindrical power (right),88
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-170 ms],86
1,"Blood protein levels [EA, Complement factor H-related protein 5]",7453
1,Non-Richardson's syndrome vs Richardson's syndrome in progressive supranuclear palsy,2736
1,Electrocardiogram morphology (amplitude at temporal datapoints) [282 ms],3694
1,Serum levels of protein RNPEP,3564
1,Erythritol levels,1825
1,Protein quantitative trait loci (liver) [VDAC2],118
1,Circulating myeloperoxidase levels (serum),3928
1,Ankylosing spondylitis,12829
1,Age when periods started (menarche),23363
1,"Electron transfer flavoprotein subunit alpha, mitochondrial measurement",6106
1,Serum metabolite levels [tetradecanedioate],4625
1,Coronary artery disease or large artery stroke,2163
1,Electrocardiogram morphology (amplitude at temporal datapoints) [216 ms],8838
1,Electrocardiogram morphology (amplitude at temporal datapoints) [320 ms],6253
1,Motion sickness,520
1,Hernia abdominopelvic cavity,331
1,Obesity [Obesity class I],2999
1,Serum metabolite levels (CMS) [EstC],2068
1,Hallux valgus,35
1,Waist-to-hip ratio adjusted for body mass index [men],1679
1,"Cholesterol lowering medication | medication for cholesterol, blood pressure or diabetes",25861
1,Electrocardiogram morphology (amplitude at temporal datapoints) [26 ms],29621
1,Myopia (pathological),3666
1,Serum levels of protein C2orf40,6106
1,Metabolite levels (lipoprotein measures) [Phospholipids in very large HDL],1242
1,Sphingomyelin_34:1_[M+OAc]1- levels,18
1,Psoriasis,65478
1,Blood protein levels [GRN],1923
1,"Lipid metabolism phenotypes [VLDL.small, whole]",23256
1,Adult diffuse glioma (IDH mutation),4108
1,Urate levels [East Asian],8974
1,Distance between home and job workplace,472
1,Femoral hernia,331
1,Dementia with Lewy bodies,623
1,Noninflammatory disorders of female genital tract,97
1,Glomerular filtration rate in non diabetics (creatinine),11561
1,Matrix metalloproteinase-8 levels,4400
1,Urinary metabolite ratios in chronic kidney disease [Decadienoylcarnitine/Glutarylcarnitine],23668
1,Chlamydia trachomatis momp D antibody levels,4415
1,Serum metabolite levels [caprylate (8:0],17218
1,"None of the above | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",77530
1,Trunk fat-free mass,280517
1,Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour),6749
1,Cholesterol levels,2745
1,IgA nephropathy,3170
1,Coronary angiopasty,2294
1,"Pulse pressure [EA, initial]",3708
1,"Blood protein levels [EA, Carbonic anhydrase 6]",395
1,Homocysteine levels [WGHS],142
1,Hallucinations in long-term cannabis use [EA],21
1,Protein quantitative trait loci (liver) [C9],2
1,Total cholesterol levels,601560
1,SSC-A on HLA DR+ Natural Killer,9072
1,Serum levels of protein SEL1L2,6106
1,Standing height,527004
1,Hip circumference [EA],7819
1,CD3 on HLA DR+ CD4+ T cell,890
1,Serum CC16 levels,4155
1,Serum metabolite levels [M_LDL_FC],1923
1,Beclometasone dipropionate+salbutamol | treatment/medication code,137
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-60 ms],86
1,Electrocardiogram morphology (amplitude at temporal datapoints) [86 ms],2068
1,Diverticular disease of intestine,679
1,Anaemias,178
1,Serum metabolite levels [2-hydroxy-3-methylvalerate],319
1,Sedentary behaviour duration,35
1,CD24+ CD27+ B cell %B cell,27
1,Peak expiratory flow,170246
1,"Number of decayed, missing and filled tooth surfaces or use of dentures",4938
1,Serum levels of protein CCL1,6106
1,Serum metabolite levels [S_LDL_C],1923
1,"Select biomarker traits [CRP average 2,6,7]",648
1,"Disc problem | non-cancer illness code, self-reported",91
1,Fasting plasma glucose [Non diabetics],7
1,Serum levels of protein MAN1B1,6106
1,Serum levels of protein NADK,21510
1,Blood protein levels [Fc receptor-like protein 3],1585
1,Electrocardiogram morphology (amplitude at temporal datapoints) [224 ms],3781
1,Blood protein levels [Neurexophilin-1],584
1,Fat-free mass [male],27957
1,"Light brown | hair colour (natural, before greying)",3478
1,"""Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium""",18393
1,CD86+ myeloid Dendritic Cell %Dendritic Cell,8728
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-150 ms],4748
1,Rheumatoid arthritis [EA],17505
1,CD11c on monocyte,1072
1,Optic cup area [EA],3232
1,Serum levels of protein CRP,648
1,Protein quantitative trait loci (liver) [HSPA6],264
1,Lipid traits [triglycerides],115
1,Alcohol consumption x experiences in childhood (felt loved by family member) interaction,332
1,Membrane-bound aminopeptidase P levels,9142
1,Serum levels of protein AMY1A,156
1,Age-related macular degeneration (geographic atrophy),6106
1,Febrile seizures (MMR vaccine-related),5826
1,Birth weight of first child,18435
1,"""Type 1 diabetes, wide definition""",178
1,Other heart diseases,1358
1,Electrocardiogram morphology (amplitude at temporal datapoints) [306 ms],6253
1,Hippocampal atrophy [Hippocampal volume],3301
1,Ischemic stroke (large artery atherosclerosis),118
1,Help-seeking from a GP,157
1,Degeneration of macula and posterior pole of retina,6106
1,Acylcarnitine levels [Octanoylcarnitine],52776
1,Waist-to-hip ratio adjusted for BMI (joint analysis for main effect and physical activity interaction) [men],2210
1,interferon-related traits [IFNGR1_of_monocytes],1072
1,Serum metabolite levels (CMS) [ApoB],907
1,Long QT syndrome,669
1,Corneal astigmatism,1184
1,Accommodative esotropia,59
1,Geographic atrophy lesion growth rate in age-related macular degeneration,121
1,C-reactive protein levels [AA],242
1,Systolic blood pressure,1226310
1,Depression,38501
1,Mitochondrial DNA copy number,7383
1,Electrocardiogram morphology (amplitude at temporal datapoints) [132 ms],6770
1,Leisure sedentary behaviour (computer use),20316
1,Pork consumption,2349
1,Lipid metabolism phenotypes [L-LDL-FC],75
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-32 ms],27
1,Life satisfaction,50281
1,Platelet distribution width,816042
1,Other non-epithelial cancer of skin,14151
1,High density lipoprotein cholesterol levels [EA],43770
1,Serum metabolite levels [M_HDL_TG],23256
1,Red blood cell (erythrocyte) distribution width,225071
1,Sub-foveal choroidal thickness,3631
1,Abdominal aortic aneurysm,4540
1,Other diseases of oesophagus,66
1,Electrocardiogram morphology (amplitude at temporal datapoints) [100 ms],1560
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-78 ms],86
1,Age-related macular degeneration,61645
1,Meat-related diet,10252
1,Bipolar disorder (MTAG),112563
1,Serum alkaline phosphatase levels,296201
1,"Blood protein levels [ECM1, 3366_51_2]",25064
1,"Forced expiratory volume in 1-second (fev1), predicted percentage",54679
1,QT dynamics during exercise [male],6215
1,Major depressive disorder or stress-related disorder,643
1,"Gout | non-cancer illness code, self-reported",2763
1,Malaria [dominant],4007
1,"Bone mineral density (paediatric, upper limb)",1250
1,Brain region volumes [X4th ventricle],34
1,Metabolic traits [serine],560
1,Crohn's disease,208752
1,Intelligence (MTAG),38880
1,Brain region volumes [right caudate],536
1,CX3CR1 on monocyte,1072
1,Platelet aggregation [ADP high 2],225
1,Smoking initiation (ever regular vs never regular) [Conditioned on chr1:50603995],130
1,Home location - east co-ordinate (rounded),21
1,Urinary metabolite levels in chronic kidney disease [X - 24403],6
1,Cognitive ability,62899
1,FSC-A on HLA DR+ Natural Killer,10242
1,Serum levels of protein ICAM4,17964
1,Serum levels of protein EPHB2,670
1,Automobile speeding propensity,6438
1,Electrocardiogram morphology (amplitude at temporal datapoints) [340 ms],6253
1,"""Disorders of plasma-protein metabolism, not elsewhere classified""",23
1,Coronary artery disease,220232
1,Cholesterol [total cholesterol],1786
1,"Blood protein levels [EA, L-Selectin]",857
1,Faecalicatena sp000364245 abundance in stool,101
1,Depressed affect,13008
1,Non-obstructive azoospermia,1541
1,N-acetylleucine levels,1523
1,"Blood protein levels [CNTN2, 3296_92_2]",3225
1,Electrocardiogram morphology (amplitude at temporal datapoints) [46 ms],2849
1,Invasive breast cancer [mixed effect],509
1,Serum levels of protein MMP7,527
1,Serum metabolite levels (CMS) [S_LDL_PL],1923
1,Low high density lipoprotein cholesterol levels,283
1,Age at first live birth,106
1,Memory decline,61
1,Social science traits (pleiotropy) (HIPO component 1),25393
1,LDL cholesterol levels in current drinkers [EA],70701
1,Thumb osteoarthritis,3449
1,Blood metabolite levels [erythritol],52603
1,"Fracture fibula | non-cancer illness code, self-reported",1171
1,Dendritic Cell Absolute Count,8685
1,IgG glycosylation patterns [IgG2_G1Fn],74
1,Obese vs. thin,150
1,Lysophosphatidylcholine_15:0_[M+H]1+/Lysophosphatidylethanolamine_18:0_[M+H]1+ levels,4818
1,Radiation-related disorders of the skin and subcutaneous tissue,5806
1,Cardiac problem,4804
1,"Heart/cardiac problem | non-cancer illness code, self-reported",970
1,Thyroid volume [thyroid volume],7670
1,Obesity (extreme),143
1,"Blood protein levels [EA, Hemopexin]",819
1,Body fat percentage [male],162
1,Cortical surface area [Lateral Orbitofrontal],15
1,"Insulin | medication for cholesterol, blood pressure or diabetes",178
1,Mental health study participation (completed survey),25238
1,Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test) [EA],19905
1,Serum levels of protein AGT,494
1,"Lipid metabolism phenotypes [VLDL.small, fasting]",23211
1,"Breast cancer, ovarian cancer or prostate cancer (pleiotropy)",9614
1,"Blood protein levels [NADK, 13624_17_3]",20321
1,Lercanidipine | treatment/medication code,7092
1,Acne (severe),5582
1,CD64 on monocyte,15861
1,Lung function (FVC) [EA],619
1,Thyroid hormone levels [TSH - Females],2145
1,Cardiac dysrhythmias,2593
1,Kineothrix abundance in stool,21
1,Serum linoleic acid concentration in metabolic syndrome,134
1,Musculoskeletal symptoms referable to limbs,112
1,Triglycerides,470368
1,Age-related macular degeneration (extreme sampling),7175
1,Celiac disease,39949
1,Acylcarnitine levels [Decanoylcarnitine],52776
1,Serum levels of protein DCUN1D5,6106
1,"Heart attack/myocardial infarction | non-cancer illness code, self-reported",4908
1,Electrocardiogram morphology (amplitude at temporal datapoints) [120 ms],7916
1,"Icd10: c43.9 malignant melanoma of skin, unspecified | underlying (primary) cause of death",118
1,Feeling fed-up,699
1,Heart rate increase in response to exercise,35
1,"Waist circumference adjusted for body mass index [EA, women]",3700
1,Height [AA],3025
1,Serum levels of protein RBM24,6106
1,"Blood protein levels [S100A5, 14222_68_3]",6765
1,Ischemic stroke (large artery atherosclerosis) [CCSp],82
1,Lung function (FEV1) [African],56
1,Morning person,302206
1,Blood metabolite levels [octanoylcarnitine],52776
1,Sitting height,392824
1,Protein quantitative trait loci (liver) [NCL],364
1,Cardiovascular disease risk factors [LDL],2027
1,Serum metabolite levels [1-stearoyl-2-arachidonoyl-GPI (18:0/20:4],47196
1,Biological sex,38927
1,Protein levels in obesity [ECM1],25064
1,Natriuretic peptide levels,12757
1,Electrocardiogram morphology (amplitude at temporal datapoints) [68 ms],1560
1,Mean corpuscular volume [Asian],132
1,Fitting and adjustment of other devices,124
1,Ganglion cell inner plexiform layer (GCIPL) thickness,21
1,"Blood protein levels [EA, Peptidyl-prolyl cis-trans isomerase E]",8546
1,N-acetylhistidine levels,6576
1,Serum levels of protein NOG,5848
1,Brain region volumes [right precuneus],301
1,IgG glycosylation patterns [IgG2_G0FNn],74
1,malignant neoplasm of male genital organs,26077
1,HLA DR on myeloid Dendritic Cell,8685
1,LDL cholesterol levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [Hispanic],2027
1,Hydrogenophaga abundance in stool,127
1,6-oxopiperidine-2-carboxylate levels,58
1,Cooked vegetable consumption,21396
1,Use of sun/uv protection,43524
1,"Systolic blood pressure [EA, initial]",23022
1,Childhood maltreatment,432
1,Electrocardiogram morphology (amplitude at temporal datapoints) [82 ms],1560
1,Strep throat,1388
1,Skin fluorescence in type 1 diabetes,473
1,BMI at adiposity peak,431
1,Stool frequency,188
1,Nasopharyngeal carcinoma (SNP x SNP interaction),200
1,Protein quantitative trait loci (liver) [CLU],21
1,Diastolic blood pressure (cigarette smoking interaction),34883
1,Obesity (extreme) (SNP x SNP interaction),157664
1,Serum metabolite levels [L_LDL_FC],1923
1,Serum metabolite levels [N-oleoyltaurine],12467
1,CCR2 on myeloid Dendritic Cell,10561
1,Serum amyloid A-1 protein measurement,4265
1,Serum metabolite levels (CMS) [S_LDL_C],1923
1,Facial morphology (segment 11),1164
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-176 ms],86
1,"Response to radiotherapy in cancer (late toxicity) [Prostate cancer, rectal incontinence, univariable analysis]",172
1,Hemoglobin levels,487413
1,Waist-hip ratio [EA],3932
1,"Lipid metabolism phenotypes [TG.by.NMR, fasting]",23256
1,Benign neoplasm of other parts of digestive system,11885
1,Ebbinghaus illusion (overestimation),1809
1,"Facial morphology traits (59 NSCL/P endophenotypic segments) [Quadrant II (Nose), Segment 41]",1278
1,"Blood protein levels [AGT, 3484_60_2]",431
1,Type 1 diabetes with other specified/multiple/unspecified complications,178
1,Serum metabolite concentrations in chronic kidney disease [alpha-hydroxyisovalerate],25
1,Local histogram emphysema pattern [Moderate Centrilobular],105
1,Testicular germ cell tumor,59696
1,Glaucoma,19911
1,Phosphatidylinositol_38:4_[M+H]1+ levels,23256
1,Total body bone mineral density [European],1822
1,Serum metabolite levels (CMS) [S_LDL_CE],1923
1,Protein quantitative trait loci (liver) [COQ9],79
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-96 ms],86
1,Number of children ever born,23643
1,Body size at age 10,67304
1,"Waist-to-hip ratio adjusted for body mass index [EA, men]",3889
1,Eye color [EA],19982
1,Electrocardiogram morphology (amplitude at temporal datapoints) [-152 ms],4834
1,Mucosal proctocolitis,3779
1,"Blood protein levels [CGREF1, 6257_56_3]",452
1,Eosinophil percentage of white cells,357518
1,Pulse pressure [EA],1932
1,Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df) [Hispanic],23178
1,Body fat distribution (leg fat ratio),13535
